word,sentiment
pocket,0.824
allah,0.493
complement,0.183
mount,0.781
bubble,-0.807
unable,-0.988
riding,0.939
flame,-0.849
composite,0.832
league,0.878
comments,0.943
prefer,0.524
connected,0.132
young,0.825
distributors,0.617
traveller,0.926
researcher,-0.794
gamma,0.815
desperate,-0.999
begun,-0.602
broadband,0.877
lover,0.66
calculate,0.356
dig,-0.869
believe,0.959
sculpture,0.119
empty,-0.329
washer,-0.771
bowl,-0.236
informal,0.245
fundraising,0.46
opponents,0.782
default,0.637
pepper,-0.873
globe,-0.851
unity,0.891
industries,0.984
neutral,0.934
relax,0.66
falling,-0.996
bottom,0.902
accompanying,0.563
constantly,0.637
reject,-0.329
unless,0.241
eye,0.768
principles,0.137
salad,0.248
crossing,-0.84
refresh,0.817
pharmacology,0.834
gas,0.975
regulatory,-0.829
logan,-0.169
expert,0.829
bad,-0.659
trains,0.785
speed,0.853
doctrine,-0.871
failure,-0.771
architect,0.795
crack,-0.664
instance,0.954
blond,0.147
absolute,0.602
excluded,-0.885
ideas,0.908
dense,0.094
shadow,-0.816
corporate,0.967
signature,0.817
alumni,0.841
liable,-0.81
korean,-0.822
hart,-0.798
silent,-0.853
consist,0.867
major,0.835
redhead,0.815
delivery,0.843
pittsburgh,-0.28
broad,0.877
tourism,-0.94
crimes,-0.808
rico,-0.82
accessibility,0.832
obvious,-0.83
sitemap,0.869
sort,-0.329
weeks,-0.829
minimum,-0.321
nitrogen,0.847
improved,0.748
individuals,0.135
saw,-0.812
ranch,-0.66
writers,0.776
grammar,0.83
appreciate,0.659
defined,-0.778
breathing,0.816
arise,0.851
championship,0.852
biological,0.78
hartford,-0.798
debt,-0.968
rebates,0.801
coordinate,0.804
culture,0.312
reader,0.826
stone,0.811
engagement,0.885
marco,0.875
represents,0.832
grab,0.554
wagner,0.852
harbor,-0.798
specialty,0.91
clearly,0.865
chest,-0.312
bias,-0.848
quarter,-0.846
details,0.839
forced,-0.833
judicial,-0.188
physical,0.435
cigarette,-0.877
ladder,0.839
trick,-0.462
hansen,0.873
fix,0.649
adjusted,0.146
plaza,0.659
folk,0.811
superb,0.797
enable,0.695
roulette,-0.846
previews,0.848
material,0.108
electron,0.79
highly,0.198
sage,0.839
packed,0.966
doom,-0.885
privacy,0.845
finally,0.804
hindu,-0.309
worse,-0.603
charter,0.791
brother,0.762
prefix,0.9
robot,0.797
legendary,0.804
marie,0.875
alignment,0.802
whale,-0.85
agreed,0.659
process,0.536
strict,-0.225
toolbox,0.871
drunk,-0.841
pursue,0.802
longest,-0.329
trucks,0.21
drops,-0.406
plug,0.856
laden,-0.645
remedy,0.918
chevy,0.86
match,0.108
console,0.794
funny,0.66
elected,-0.945
weekend,0.465
madison,-0.659
banking,-0.94
guilty,-0.66
truck,0.84
attendance,0.82
expenditure,-0.811
full,0.838
employee,0.85
violence,-0.977
eagles,0.116
insider,0.776
complicated,-0.835
clan,-0.872
bow,-0.236
rich,0.883
anxiety,-0.33
marriott,0.814
broker,-0.465
storage,0.125
processor,0.831
enabling,0.695
cheapest,0.836
pure,0.863
boom,0.781
register,0.845
silver,0.186
conversion,0.877
ocean,0.76
declined,-0.963
sympathy,0.329
recorded,0.824
cold,-0.93
acknowledge,0.282
disabled,-0.856
told,-0.851
plots,-0.846
charts,0.784
scared,-0.659
opening,0.659
palm,0.794
advantages,0.785
familiar,0.66
lack,-0.847
wanted,0.826
bundle,0.577
vocals,0.84
lately,-0.242
dominican,0.163
creature,-0.855
threat,-0.563
logical,0.839
thank,0.329
guides,0.912
suits,0.198
regard,0.847
upload,0.813
execute,0.126
stages,-0.764
posts,-0.881
poison,-0.94
keno,0.879
brain,0.984
soil,0.903
art,0.793
hurricane,-0.881
special,0.91
frames,-0.905
cadillac,0.505
succeed,0.996
importance,0.875
volvo,-0.853
shade,-0.999
genesis,-0.816
surrounding,-0.191
modeling,0.903
volt,0.749
vision,0.969
filtering,0.816
switched,-0.902
runner,0.841
alt,0.839
halloween,0.76
drugs,-0.793
oxygen,0.766
invision,-0.969
mental,0.198
oxide,-0.201
employ,-0.889
panel,0.861
lakes,0.821
agenda,0.652
gasoline,0.114
toilet,-0.86
shuttle,0.847
powder,0.123
stockings,0.28
considering,0.368
achievements,0.858
eddie,-0.827
cotton,-0.145
involve,0.865
physically,0.435
injured,-0.684
games,-0.853
pads,-0.849
tension,-0.329
submit,-0.899
herald,0.9
counters,0.793
beginning,-0.602
finals,0.804
naughty,-0.329
comply,0.189
aerial,-0.896
synthesis,0.825
matched,0.108
monitors,-0.793
spider,-0.583
christ,-0.896
warcraft,-0.836
deluxe,0.751
forbes,-0.814
delicious,0.329
candidate,-0.273
carries,0.146
quiet,0.33
accordingly,0.273
please,0.855
shares,0.874
counted,0.793
rock,0.819
favors,0.329
sans,0.152
icons,0.316
removable,0.853
princeton,0.833
burst,-0.843
slope,-0.898
delight,1.0
handles,0.537
evening,-0.955
substances,0.954
adults,-0.843
ensure,-0.575
fully,0.838
similarly,0.863
secrets,-0.835
counter,0.793
fundamentals,0.831
acrylic,0.66
craft,0.923
gibraltar,0.397
preceding,0.82
wise,0.895
wings,0.809
examine,0.121
administrator,0.887
boot,0.844
accessed,0.832
fighters,0.879
module,0.692
quarterly,-0.823
alto,0.171
joy,0.66
ignore,-0.279
provided,0.87
serious,0.329
portsmouth,-0.83
login,-0.169
agrees,0.329
champion,0.852
couples,-0.838
raymond,0.875
chapters,0.216
graduated,0.186
rebate,0.801
permit,0.855
escape,0.272
intelligence,0.877
recipes,0.162
doubt,-0.329
increase,0.811
attacks,-0.39
privileges,0.907
parallel,0.783
remote,-0.857
truth,0.659
pacific,0.376
wind,-0.223
couple,-0.838
ranking,0.837
period,0.973
carter,0.66
implied,-0.797
relying,0.874
comment,0.943
raised,0.522
allocated,0.853
disaster,-0.841
measures,0.124
polish,0.676
fog,-0.16
close,-0.878
dispatch,0.972
gap,-0.189
diabetes,-0.865
trading,0.781
booth,0.844
convenience,0.401
writes,0.179
badge,-0.607
servers,0.483
disclose,-0.829
old,-0.605
inform,0.87
incoming,0.861
suite,0.198
genealogy,-0.816
surveys,0.329
sells,0.782
scanner,0.181
dispatched,0.972
advocate,0.847
branch,0.293
veterinary,-0.813
precious,0.879
postcards,0.66
consent,0.196
dozen,-0.8
offers,0.8
growth,0.996
drawing,0.475
burns,-0.873
arrow,0.781
diet,0.17
impressive,0.659
enemy,-0.933
generated,0.827
penguin,0.233
tank,0.788
farmer,0.181
funds,0.756
whether,0.928
mechanics,-0.823
banks,-0.94
soldiers,0.486
cheap,0.836
customise,0.837
mixture,0.319
suitable,0.198
testament,-0.486
developed,0.843
carey,0.66
amateur,-0.182
walls,-0.844
applicants,0.235
buddy,-0.758
olympics,0.805
stamp,0.311
dice,0.965
handling,0.847
earthquake,-0.841
forever,0.132
sea,0.175
uploaded,0.813
meaning,0.881
strengths,0.85
worcester,0.15
subsequent,-0.807
consoles,0.794
asthma,-0.226
suggests,0.306
pen,0.233
target,-0.802
reducing,0.82
pulse,0.798
complaint,-0.141
happens,0.659
beverly,0.262
movement,-0.87
describe,0.869
pest,-0.798
industrial,0.984
chains,0.849
costumes,-0.827
sampling,0.117
ware,-0.836
influences,0.855
magic,0.756
situated,-0.817
spencer,-0.934
nova,0.793
polished,0.979
apparatus,0.236
rainbow,0.584
difficulty,-0.789
refine,0.543
hand,0.845
transcript,0.794
radar,0.786
qualify,0.495
millions,0.869
exempt,0.822
covering,0.145
blind,-0.887
prepared,0.157
align,0.802
height,0.184
mary,0.875
capture,0.65
kinds,0.66
drug,0.919
labels,0.856
prevent,-0.799
solving,0.816
pirates,-0.951
push,-0.863
guardian,-0.997
mainland,-0.859
colonial,0.841
springer,0.899
undergraduate,-0.216
null,-0.177
symptoms,-0.166
supply,0.811
gibson,0.397
spirit,0.645
species,0.853
postage,-0.881
judge,-0.861
ugly,-0.893
academic,0.853
cabinets,0.84
encouraging,0.66
helmet,-0.607
colors,0.287
degrees,-0.865
understanding,-0.216
survive,0.851
secure,0.329
gel,0.162
weekly,-0.829
borough,-0.329
east,0.329
witnesses,0.822
socket,0.154
blackberry,0.244
matthew,-0.181
significant,0.289
marriage,0.335
creator,0.819
constraint,-0.265
foul,-0.479
countries,0.793
correct,0.894
charming,0.999
receives,0.828
filter,0.816
floppy,0.793
scary,-0.914
fred,0.827
playback,0.659
junior,-0.226
england,-0.238
blessed,0.999
yang,0.887
treasures,0.191
hack,-0.853
discovery,0.913
across,0.84
modular,-0.778
iron,0.897
lookup,0.855
wires,-0.998
cement,0.853
flex,0.772
louise,-0.871
unique,0.871
top,0.814
accredited,0.323
sing,0.152
flexible,0.329
increasing,0.811
teacher,0.88
mainstream,0.887
ready,0.934
responded,0.121
obtained,0.366
adolescent,0.833
leaders,-0.855
surely,0.819
roommate,0.823
delivers,0.843
exclusion,-0.128
hill,-0.863
sick,-0.859
campaigns,-0.221
loving,0.66
everywhere,0.617
distributed,-0.812
gathered,-0.851
expressions,0.881
largest,0.877
basket,0.206
gray,0.554
fisher,-0.793
uncertainty,-0.99
carlo,0.66
supreme,0.771
carnival,0.501
souls,0.984
candle,0.878
enormous,0.871
arcade,0.822
bids,0.124
weight,-0.774
jewelry,0.659
designated,-0.86
copyrighted,0.879
upset,-0.329
mandate,-0.984
stars,-0.877
dutch,0.268
twelve,0.5
conscious,0.329
carbon,0.83
starring,0.863
officers,0.866
preview,0.848
virtual,0.239
survivors,0.851
issue,-0.271
interest,0.659
civil,0.949
feeding,-0.378
compounds,0.844
nose,0.847
pierre,0.812
cohen,0.149
replacing,-0.894
adverse,-0.873
complex,0.995
color,0.287
visits,0.826
followed,0.181
fabric,-0.809
lonely,-0.319
cooper,0.245
conflicts,-0.209
mechanism,0.137
curve,-0.867
boss,0.857
arrange,0.856
wound,-0.877
amended,-0.857
remains,0.887
nano,0.828
expenses,-0.403
spirituality,0.835
instances,0.954
specializing,0.91
ringtone,-0.818
contractor,0.9
stable,0.225
closest,-0.878
distribute,-0.812
mart,0.149
later,-0.242
charleston,0.66
hard,-0.305
porcelain,0.95
miami,-0.884
held,-0.98
eyes,0.768
sunny,0.909
polls,-0.918
stand,0.837
pipe,-0.241
oldest,0.813
smallest,-0.275
hugh,0.2
partnerships,0.466
depot,-0.941
pulling,-0.825
affiliated,0.836
appointments,0.85
progressive,0.881
vault,-0.876
earn,0.224
remove,-0.809
warming,0.94
hints,0.974
workplace,0.818
recovery,0.819
coordinator,0.804
deborah,0.329
departure,-0.812
cook,0.894
replacement,-0.894
marvel,0.851
arbitrary,-0.793
cure,0.918
merge,0.784
famous,0.891
sit,-0.817
waters,-0.854
preferred,0.825
depend,-0.233
dry,-0.825
ban,-0.18
temporary,-0.863
graphics,0.843
greensboro,0.768
teenage,0.792
planner,0.79
streaming,0.136
with,0.822
trials,0.78
patents,0.678
child,0.879
spouse,0.838
despite,0.329
robinson,0.285
shape,0.823
worship,0.923
rip,-0.911
electrical,-0.945
tribes,-0.835
pee,-0.26
sealed,-0.827
emergency,-0.887
perfume,0.987
strips,-0.703
costa,-0.472
competent,0.834
bermuda,-0.306
random,-0.775
targeted,-0.802
affiliates,0.885
contrary,-0.329
temporal,0.462
paths,0.678
deaf,0.848
fighter,0.879
rod,0.793
collect,0.329
hunter,-0.448
dishes,0.871
explain,0.218
moderators,0.951
index,0.756
proud,0.436
amendment,0.865
robbie,0.285
trend,0.691
sad,-0.66
reads,0.934
myth,-0.858
mobility,0.176
training,0.973
attack,-0.39
serves,0.886
indians,0.778
experimental,0.82
enlarge,0.911
dealt,0.2
topics,0.814
carl,0.66
lie,-0.929
clicks,0.823
loud,-0.224
bones,-0.414
contests,-0.5
valves,-0.598
luck,0.786
procedures,0.493
dynamic,0.909
benchmark,0.2
sorted,0.849
subscribe,0.799
brothers,0.762
cashiers,0.194
boulder,0.187
phenomenon,-0.868
draws,0.475
scope,-0.95
gardening,0.195
williams,0.832
mirrors,-0.881
skirts,0.309
hierarchy,0.871
appeals,-0.439
brush,0.277
muscles,0.842
clara,-0.846
slip,-0.466
terminals,-0.213
expanded,0.914
eden,0.797
nervous,-0.329
girlfriend,-0.257
adopt,0.126
democrats,0.809
membrane,-0.185
better,0.833
prime,0.863
plans,0.659
suggest,0.306
henry,0.149
const,0.132
shipments,-0.853
blogger,-0.784
instructor,0.461
work,0.844
stuck,-0.782
tobacco,-0.766
lancaster,-0.869
aurora,0.857
levitra,-0.421
bring,0.135
dreams,0.259
regularly,0.849
fuel,0.869
management,0.778
sewing,-0.171
apparel,0.202
flag,0.185
waves,-0.876
brief,-0.899
rely,0.874
report,0.305
enhancing,0.853
queens,0.228
insulin,0.21
gaming,0.81
thinking,-0.781
radius,0.567
chancellor,0.801
rats,-0.224
requiring,-0.815
generate,0.827
wishes,0.895
finite,0.543
idol,0.861
reliability,0.874
richard,0.883
senator,-0.836
ping,-0.82
cube,0.857
penny,0.291
patterns,-0.828
bridge,0.798
email,0.838
proteins,0.179
failing,-0.94
clearing,0.865
equally,0.888
represent,0.832
suspected,-0.822
ranger,0.945
rank,-0.935
tales,0.819
boring,-0.329
periodically,0.594
construct,0.442
pursuant,0.86
frame,-0.503
eclipse,-0.427
knock,0.226
dance,0.886
museums,0.932
lender,0.232
huge,0.2
motorcycles,0.151
trial,0.78
casual,-0.859
rule,0.842
ciao,0.869
bone,0.966
surf,0.329
length,-0.24
registrar,0.822
consultancy,0.132
stocks,0.871
infringement,-0.889
con,-0.489
stolen,-0.902
orchestra,0.881
falls,-0.419
fears,-0.66
reserves,0.848
deferred,-0.193
expression,0.881
losses,-0.795
integer,0.776
dollar,0.967
agents,0.652
macro,0.831
origins,0.847
accessories,0.832
spending,0.848
burton,-0.617
contributors,0.501
boxes,-0.809
numbers,-0.471
interference,-0.264
collar,0.442
rehab,0.789
worked,0.844
avatar,0.835
recruitment,-0.835
intermediate,0.868
heath,0.815
wallpaper,0.609
patrol,0.847
polyester,0.788
delay,-0.199
hazardous,-0.166
florists,0.176
saves,0.797
combines,0.837
compile,-0.8
reach,0.792
bank,-0.94
empirical,0.991
bigger,0.779
reasonable,0.17
protocol,0.895
mess,-0.276
tribune,-0.835
added,0.794
matching,0.764
curves,-0.867
foreign,-0.402
exclusive,0.859
naturals,0.848
breath,0.853
career,0.66
latter,-0.242
busy,-0.81
magnet,0.912
performance,0.843
forces,0.786
containing,0.132
vitamin,0.782
instrumental,0.957
crime,-0.808
collector,0.329
intel,0.841
crossword,0.841
occasion,0.835
outstanding,0.776
capable,0.621
stands,0.837
save,0.693
bath,0.861
indoor,0.835
goat,0.869
francis,0.224
stainless,-0.277
intended,0.167
russell,-0.861
frequencies,0.204
label,0.856
loops,-0.796
breach,-0.576
spend,0.848
revenge,-0.893
disclaimers,-0.86
exploring,0.938
study,0.199
pitch,0.177
mars,0.875
admission,0.232
rocket,-0.836
ancient,0.444
configure,0.132
touched,0.855
cash,0.865
heights,0.184
blood,-0.921
lower,0.242
diego,-0.901
occurs,-0.833
brought,0.836
precise,0.912
waterproof,0.803
divided,-0.193
stunning,0.871
thinks,-0.781
discounts,0.859
father,-0.563
reminder,0.817
reflect,0.877
replies,0.107
colon,0.841
arts,0.793
stopping,-0.797
helps,0.66
broken,-0.854
minerals,0.847
posing,-0.788
understood,-0.216
credit,0.8
visibility,0.826
visitor,0.826
typing,0.829
lean,0.901
bottles,0.754
feat,0.88
valve,-0.598
longitude,-0.478
described,0.869
colour,0.287
widespread,0.801
weak,-0.329
difference,-0.833
flush,-0.814
war,-0.836
array,0.329
nicole,0.659
bloom,0.166
nickname,-0.169
theology,0.85
solid,0.935
abraham,0.784
reveal,0.799
connectors,0.132
manga,-0.793
specials,0.91
efficient,0.237
mobiles,0.176
astronomy,0.845
divisions,-0.762
battlefield,-0.118
ace,0.781
elderly,0.409
teddy,-0.421
deny,-0.934
diamond,0.161
toddler,0.908
accepts,0.33
highlighted,0.835
chester,0.86
carrying,0.146
tagged,-0.806
sheep,-0.786
health,0.998
monitored,-0.793
suicide,-0.821
surprised,0.329
cheat,-0.425
shaft,0.863
pierce,-0.249
strain,-0.825
shield,0.855
surplus,-0.856
manager,0.778
experiments,0.82
solo,0.797
alive,0.652
advised,0.831
walker,-0.844
nudist,-0.768
riders,0.831
armstrong,0.838
luggage,0.885
harmful,-0.798
guards,-0.568
nowhere,-0.879
swap,-0.863
cost,-0.472
skirt,0.309
retrieve,0.83
dream,0.259
outlined,-0.859
fallen,-0.99
beam,0.876
bracket,-0.983
papers,0.84
imagine,0.246
interviews,0.814
global,-0.851
washing,-0.771
ball,-0.139
encoding,0.167
expired,-0.835
richardson,0.883
intake,0.812
french,0.269
battle,-0.249
charm,0.999
spine,-0.879
finds,-0.826
fireplace,-0.859
graphs,0.207
indices,-0.965
prohibited,-0.796
selected,0.105
restrict,-0.43
sandra,-0.896
pray,0.851
striking,0.803
spiritual,0.136
managed,0.778
streams,0.136
champions,0.852
admit,0.392
fight,-0.265
rise,0.783
summaries,0.217
started,-0.877
plate,0.822
talked,-0.873
reliance,0.874
inkjet,0.155
glossary,0.84
hate,-0.66
carrier,0.146
impacts,0.878
trusted,0.659
controversy,-0.947
located,0.828
guided,0.912
nylon,0.833
rand,-0.66
calcium,-0.875
arrives,0.828
posters,-0.881
fixtures,-0.868
visible,-0.809
webster,-0.954
york,0.814
sonic,0.833
read,0.934
duo,-0.926
himself,0.493
expires,-0.89
advocacy,0.889
normally,0.548
agreement,0.329
novel,0.871
reference,0.843
announce,0.884
varying,0.984
codes,0.213
inspired,0.659
theft,0.956
decades,-0.81
plays,0.659
directors,0.876
rear,0.952
bytes,0.788
approved,0.958
ordered,0.293
commerce,-0.596
charge,-0.831
polo,-0.918
fixes,0.649
weights,-0.774
fountain,0.889
maintaining,0.84
science,0.774
density,0.759
musical,0.427
referral,0.689
banner,-0.94
includes,0.13
imposed,-0.339
brad,-0.784
invited,0.172
super,0.826
thermal,0.792
broke,-0.465
henderson,0.968
periods,0.973
issued,0.207
chart,0.221
prizes,0.893
grove,0.813
energy,0.999
tender,0.66
parish,0.177
resources,0.88
phantom,-0.844
powered,0.66
writer,0.776
receiver,0.837
curriculum,0.81
personalized,0.806
reading,0.571
sequence,0.807
pharmacies,-0.218
indicated,0.253
ceo,0.839
distant,-0.845
overall,-0.161
calculated,0.839
smile,0.66
census,0.764
gospel,0.874
musicians,0.815
relay,0.874
stan,0.837
glory,0.999
banned,-0.94
threatening,-0.563
cubic,-0.906
permanent,0.825
supplies,0.818
tribal,-0.835
aboriginal,0.265
seal,-0.251
stake,0.835
cartridges,0.66
current,0.877
anonymous,-0.829
habitat,-0.851
tribute,0.843
garage,0.859
revenue,0.137
learned,0.771
cultures,0.312
village,-0.863
blowing,-0.95
translate,0.887
depression,-0.999
warm,0.829
welfare,0.426
late,-0.242
welding,0.84
normal,0.548
forum,0.952
natural,0.848
currencies,0.877
robertson,0.285
spotlight,0.843
rapidly,0.826
techno,0.907
rosa,0.231
acids,-0.866
locked,-0.328
publishers,0.197
players,0.659
architectural,-0.78
lost,-0.82
appreciated,0.659
purchase,0.96
everybody,-0.955
bomb,-0.402
jump,0.783
painful,-0.803
manner,-0.883
cooler,0.329
bleeding,-0.797
max,0.832
stood,0.158
proper,0.239
guaranteed,0.17
everyday,-0.955
vincent,-0.818
characterized,0.797
bell,0.776
wins,0.809
engineering,0.827
measured,0.786
indicators,0.323
extra,0.923
contractors,0.9
fast,0.939
volunteer,0.827
police,-0.918
digest,0.951
bradford,-0.784
dosage,-0.79
shake,-0.196
lovely,0.798
mailed,-0.91
headers,-0.851
convenient,0.401
disciplines,0.142
handbags,-0.833
decreased,-0.212
remind,0.284
glad,0.999
apartment,-0.893
implemented,0.762
pensions,-0.312
rug,-0.871
resist,-0.44
refused,-0.481
neighbor,0.854
monetary,0.207
budget,-0.842
vista,0.826
evaluated,0.171
walked,-0.844
employment,-0.845
mainly,0.887
alone,-0.21
expenditures,-0.811
planners,0.79
ecological,0.929
obituaries,-0.796
range,0.945
include,0.13
recommends,0.872
dealer,-0.883
airlines,-0.819
locate,0.828
attended,0.82
spectrum,0.823
fiscal,-0.811
employees,-0.858
lease,-0.899
inquiry,0.203
monsters,-0.922
chapel,0.183
athletes,0.841
wanna,0.826
yacht,0.851
behavioral,0.574
delays,-0.199
mistakes,-0.288
technologies,0.82
money,0.237
poems,0.166
eat,0.848
gentleman,0.168
undertaken,0.813
diamonds,0.161
coordinated,0.804
buyers,0.527
subsidiaries,0.76
policy,-0.918
transit,0.834
threatened,-0.563
artwork,0.198
reel,-0.852
wales,-0.885
source,0.165
flux,-0.804
